218;54;Gauge;0
219;54;Bar;1
220;54;Funnel;0
221;54;Donut;0
222;55;System administrators can access reports saved in user's personal folders  ;0
223;55;"Users with the ""Manage Public Reports"" Permission can create report folders  ";1
224;55;Each user has a personal folder for email templates, reports and documents  ;1
225;55;Chatter Free users can access report folders but cannot see results returned in reports;0
226;56;Each A record must have at least one related B record  ;1
227;56;Each A record must have exactly one related B record  ;0
228;56;Each A record does not have any related B records  ;0
229;56;A records may or may not have related B records;1
230;57;Documents tab  ;0
231;57;Related list on case records  ;1
232;57;Customer and Partner portals  ;1
233;57;Chatter Knowledge tab;0
234;58;Create a default sales team for each regional group and a lead assignment rule to route leads to the default sales team  ;0
235;58;Create a queue for each regional group and a validation rule to enforce that the leads are assigned to the correct group  ;0
236;58;Create a queue for the marketing team and a workflow alert to notify the team each time a lead is assigned to the queue  ;0
237;58;Create a queue for each regional group and a lead assignment rule to route leads to the queues;1
238;59;Move the opportunity reports into a folder with restricted access  ;0
239;59;Move the opportunity reports into each users personal report folder  ;0
240;59;"Use the ""Show"" filter to filter report results and reduce records returned  ";1
241;59;Update the sharing rules to limit access certain opportunities;0
242;60;The lead formula field value can be mapped to a roll up summary field on the account record  ;0
243;60;The lead formula field can be mapped to a formula field on the account record  ;0
244;60;The lead formula field can be mapped to a standard field on the account record  ;0
245;60;The lead formula field value can be mapped to a number field on the account record;1
246;61;Share folders with Public Groups  ;1
247;61;Create and share data categories  ;0
248;61;Designate running users  ;0
249;61;Share folders with roles;1
250;62;Remove all but one record type from the regional sales team profile  ;0
251;62;Check for validation rule that restricts the visibility of the opportunity stage  ;0
252;62;Ensure that regional sales users are routing consumer opportunities to the appropriate approver  ;0
253;62;Assign the relevant record types and sales processes to the regional sales team profile;1
254;63;To submit ideas for Salesforce application enhancements  ;0
255;63;To find answers to Salesforce application questions  ;0
256;63;When standard Salesforce functionality needs to be extended  ;1
257;63;When looking for pre-built custom applications and tools;1
258;64;Trending chatter topics  ;0
259;64;Dashboard components  ;1
260;64;Messages and alerts  ;1
261;64;Analytic snapshots  ;0
262;64;Pending approvals list;1
263;65;"Admins can grant users the ""password never expires permission""  ";1
264;65;Admins can reset passwords for all users at once  ;1
265;65;Admins can customize the message sent to locked out users  ;1
266;65;Admins can enforce an all numeric password policy  ;0
267;65;Admins can assign a password to a set of users;0
268;66;Create a custom profile and enable custom object permissions  ;1
269;66;Use an existing custom profile that will automatically have the custom object permissions enabled  ;0
270;66;Use an existing standard profile that will automatically have the custom object permissions enabled  ;0
271;66;Modify a standard profile and enable custom object permissions;0
272;67;The automated case user specified in the support settings  ;1
273;67;The owner of the case when the rule was triggered  ;0
274;67;The user who created the assignment or escalation rule  ;0
275;67;The default case owner specified in the assignment or escalation rule;0
276;68;Account record types  ;0
277;68;Sharing rules  ;1
278;68;Public groups  ;1
279;68;Field level security;0
280;69;Every time a user views a record  ;0
281;69;Every time a record is saved;0
282;69;Every time a record is updated  ;0
283;69;Every time data is synchronized with the server;1
284;70;Language  ;0
285;70;Timezone  ;0
286;70;Currency  ;0
287;70;Date Fields;1
288;71;Grant the user delegated administration rights to campaigns  ;0
289;71;Select the marketing user checkbox on the user record  ;1
290;71;Assign the user to the standard marketing user profile  ;0
291;71;Create a campaign sharing rule to grant access to the user.;0
292;72;"""Transfer"" access for leads, accounts, contacts, and opportunities  ";0
293;72;"""Create"" and ""Edit"" access for leads, accounts, contacts and opportunities  ";1
294;72;"""Convert Leads"" profile permission  ";1
295;72;"""Import Leads"" profile permission";0
296;73;Public Knowledge Base  ;1
297;73;Salesforce Content  ;0
298;73;Self Service Portal  ;1
299;73;Solution tab search;0
300;74;Knowledge automatically creates a solution for each new article  ;0
301;74;Knowledge allows an organization to share articles with partner portal users  ;1
302;74;Knowledge only allows a single article type across all data categories  ;0
303;74;Knowledge uses data categories and roles to make articles visible to specific users;1
304;75;Specify a default lead creator  ;0
305;75;Specify a default lead owner  ;1
306;75;Create a validation rule to route unassigned leads  ;0
307;75;Create an escalation rule to route unassigned leads;0
308;76;Big deal alert  ;0
309;76;Similar Opportunities  ;1
310;76;Chatter groups  ;1
311;76;Opportunity Update Reminders;0
312;77;Create a lookup relationship from the account page to the feedback object.  ;0
313;77;Add fields from the feedback object to the account page layout.  ;0
314;77;Assign the feedback page layout to the appropriate user profiles  ;1
315;77;Create a role in the hierarchy to provide user access to the new object;0
316;78;The dependent fields that appear on a layout  ;0
317;78;The values that appear in the dependent field  ;1
318;78;The default value populated in the dependent field  ;0
319;78;The field-level security for the dependent field;0
320;79;Grand Totals  ;1
321;79;Grouped by field names  ;0
322;79;Summary Formulas  ;1
323;79;Date Fields  ;0
324;79;Summarized Totals;1
325;80;Enable field history tracking to send an email alert tot the account owner  ;0
326;80;Create a workflow rule to send an email alert to the account owner  ;1
327;80;Create an escalation rule to notify the account owner  ;0
328;80;Create an auto-response rule to send an email alert to the account owner;0
329;81;The running user determines the data displayed in the components on the dashboard  ;1
330;81;Data access permissions determine what data the users can view in the source reports  ;1
331;81;Only users in the same role as the running user can view the dashboard  ;0
332;81;The running user becomes the default owner of the dashboard;0
333;82;Data Loader  ;0
334;82;Account analytic snapshot  ;0
335;82;Account report export  ;0
336;82;Data Export Service;1
337;83;Associate existing contacts with the campaign  ;1
338;83;Create a custom report including all campaign members  ;0
339;83;Associate existing opportunities with the campaign  ;0
340;83;Import new leads and associate them with the campaign;1
341;84;Mobile Lite configurations can be created for each user  ;0
342;84;Mobile Lite provides access to standard objects and dashboards  ;1
343;84;Mobile Lite must be enabled before users can install it  ;1
344;84;Mobile Lite users must have a mobile license assigned to them;0
345;85;Email field  ;1
346;85;Number field  ;1
347;85;Formula field  ;0
348;85;URL field  ;0
349;85;Text field;1
350;86;Sales quota  ;0
351;86;Probability  ;1
352;86;Amount rating  ;0
353;86;Forecast category;1
354;87;Tabular Reports  ;0
355;87;Enhanced List Views  ;0
356;87;Matrix Reports  ;1
357;87;Summary Reports;1
358;88;Opportunities;0
359;88;Knowledge;1
360;88;Dashboards;0
361;88;Ideas;1
362;89;Add the Do Not Contact field to the contact layout and make it visible for all sales user profiles.  ;1
363;89;Make the DNC contact records private to all sales users  ;0
364;89;Select the Mass Email checkbox on the DNC contact record  ;0
365;89;Remove the phone number and email address fields from the contact page layout for DNC contacts  ;1
366;89;Filter the DNC contacts from mass email list views shared with sales users;1
367;90;Rename standard field labels in the user interface  ;1
368;90;Edit picklist values for standard fields.  ;1
369;90;Delete standard fields  ;0
370;90;Remove no required standard fields from page layout  ;1
371;90;Change the field type of standard fields;0
372;91;Deleted fields and values can be restored from the recycle bin within 15 days  ;1
373;91;Existing field values must be transferred to a new custom field  ;0
374;91;Field values should be archived before a field is deleted  ;1
375;91;Fields must be removed from the page layouts after being deleted  ;0
376;91;Fields used in workflow and assignment rules cannot be deleted;1
377;92;Opportunities for the entire sales organization regardless if the user running the report  ;0
378;92;Opportunities owned by the user running the report and the users below them in the role hierarchy  ;1
379;92;Opportunities for which the user running the report is also the account owner  ;0
380;92;Opportunities owned by the user running the report and user in the same role in the role hierarchy;0
381;93;Whether the user's profile has API enabled  ;0
382;93;Whether a user's profile has login hour restriction  ;1
383;93;Whether the user's profile has trusted IP addresses  ;1
384;93;Whether the user's profile has trusted IP restrictions  ;1
385;93;Whether the user's profile has specified business hours;0
386;94;Open activities  ;1
387;94;Closed cases  ;1
388;94;Related custom object records  ;0
389;94;Open cases  ;1
390;94;Closed activities;0
391;95;Assign feature license to users  ;1
392;95;Delete user record  ;0
393;95;Assign custom profiles to users  ;1
394;95;Access a log of the records a user has viewed  ;0
395;95;Reset all users passwords;1
396;96;When different picklist values are required  ;1
397;96;When multiple page layouts are required.  ;1
398;96;When different record access is required  ;0
399;96;When different field-level security is required;0
400;97;Accounts  ;1
401;97;Leads  ;0
402;97;Contacts  ;1
403;97;Opportunities  ;1
404;97;Campaigns;0
405;98;Trusted IP ranges  ;0
406;98;Login hours  ;1
407;98;Password policies  ;0
408;98;Login IP ranges;1
409;99;Create case auto-response rules to send an email to the customer within one hour of case creation  ;0
410;99;Assign cases to a queue and create an escalation rule to escalate cases that have NOT been accepted by an agent within one hour  ;1
411;99;Create a workflow rule to send an email to support managers when a case is created and assigned to a queue  ;0
412;99;Create a workflow rule to assign a task to all support agents if a case has NOT been accepted by an agent within one hour;0
413;100;Validation Rules;1
414;100;Assignment Rules;2
415;100;Workflow Rules;3
416;100;Escalation Rules;4
417;101;"Add the ""Manage Public Reports"" permission to the user's profile  ";1
418;101;Enable the report builder feature for the user  ;0
419;101;"Add the ""Manage Custom Report Types"" permission to the user's profile  ";0
420;101;Grant the user access to the appropriate report folders;0
421;102;Export opportunities and update using the import wizard  ;1
422;102;Use similar opportunities to update the opportunities  ;0
423;102;Create a list view for opportunities and update using inline editing  ;1
424;102;Export opportunities and update using the data loader;0
425;103;Table  ;1
426;103;Chart  ;1
427;103;Metric;0
428;103;Gauge;0
429;104;Edit a member's library permissions  ;0
430;104;Add tags when editing content details  ;1
431;104;Share content with other users in Chatter  ;1
432;104;Create a new content library;0
433;105;Share annotated approval process diagrams  ;1
434;105;Edit the criteria used to trigger the approval process  ;0
435;105;Add approval steps from the process visualizer  ;0
436;105;View approval processes as a flow chart;1
437;106;Sharing rules open up access to records  ;1
438;106;Sharing rules grant record access to roles and public groups  ;1
439;106;Sharing rules are required in public read/write organizations  ;0
440;106;Sharing rules grant read/write or delete access to records;0
441;107;Workflow rules with field updates;0
442;107;Calculated columns in the related fields;0
443;107;Cross- object formula fields;1
444;107;Roll-up summary fields;0
445;108;Delete the user account;0
446;108;Deactivate and then delete the user account;0
447;108;Change the user contract details for a new hire;0
448;108;Deactivate the user account;1
449;109;Create a case assignment rule.;0
450;109;Create a case escalation rule;0
451;109;Create an ownership-based sharing rule;1
452;109;Create a criteria-based sharing rule.;0
453;110;Create a validation rule;1
454;110;Create a support process;0
455;110;Create custom fields;1
456;110;Create a page layout;0
457;111;Self-service portal;1
458;111;Salesforce Content;0
459;111;Public Knowledge Base;1
460;111;Solution tab search;0
461;112;Add the business and consumer specific fields to a single opportunity page layout;0
462;112;Create one page layout for business opportunities and another for consumer opportunities;1
463;112;Add the business fields to the opportunity page layout and make read-only for consumer sales users.;0
464;112;Create a custom object to capture the business and consumer specific data;0
465;113;Campaign;0
466;113;Case;0
467;113;Account;1
468;113;Opportunity;1
469;114;Field-level security;0
470;114;Record types;1
471;114;Page layouts;1
472;114;Support processes;1
473;114;Permission sets;0
474;115;The opportunity amount cannot be edited when products are related to the opportunity;1
475;115;The opportunity amount is the sum of the related products;1
476;115;Default schedules are not automatically created when a product is added to an opportunity;0
477;115;Deleting a product from an opportunity deletes all quotes related to the opportunity;0
478;115;All products added to an opportunity must come come from a single Price Book;1
479;116;The business process and related picklist values displayed;0
480;116;The fields users see in reports and list views;0
481;116;The record types available to each role and profile;0
482;116;The fields users see on detail and edit pages;1
483;117;Dashboard components;1
484;117;Trending Chatter topics;0
485;117;Messages and alerts;1
486;117;Analytic snapshots;0
487;117;Pending approvals list;1
488;118;Posts to a user’s profile are hidden from anyone below that user in the role hierarchy;0
489;118;Posts to a user’s profile can be made private by clicking the lock icon;0
490;118;Updates to the Chatter feed on a record are only visible to users with access to the record;1
491;118;Posts made to a user’s profile are visible to all users in the organization;1
492;119;View campaigns and manage campaign members;0
493;119;View, create, edit, and delete accounts, contacts, and opportunities;1
494;119;Search for records that were not previously downloaded to a mobile device;1
495;119;View, create, edit, and delete custom objects;0
496;120;Use the data loader to match records between the systems;0
497;120;Use an external ID field to match records between the systems;1
498;120;Use the Excel connector to export records from both systems into Excel;0
499;120;Use the data loader to insert Salesforce records into the financial system;0
500;121;Accounts and opportunities;1
501;121;Assigned user profile and role;0
502;121;Custom objects;1
503;121;Assets;0
504;121;Leads;1
505;122;Manage users in specified roles and subordinate roles;1
506;122;Log in as a user who has granted administrator login access;1
507;122;Create custom profiles with limited permissions;0
508;122;Create new users and assign them specific profiles;0
509;123;A custom logo can be added to the meeting request email sent to a contact or lead;1
510;123;The cloud scheduler can be enabled at the user profile level;0
511;123;The cloud scheduler allows users to view available meeting times on lead and contact calendars;0
512;123;Salesforce can automatically propose multiple meeting times based on Salesforce calendars;1
513;124;The report format of the resulting report;0
514;124;The objects that are available when building a report;1
515;124;The fields that can be used as columns when building a report;1
516;124;The custom summary formulas displayed in a resulting report;0
517;125;A task can be assigned to a Chatter Free user;0
518;125;A task can be reused in multiple workflow rules;1
519;125;A single task can be assigned to multiple users;0
520;125;A task can be tracked in the activity history;1
521;126;Manually share all records owned by sales representatives with sales operations;0
522;126;Define a role hierarchy where the sales operations role is above the sales representative role;1
523;126;Create sharing rules that give sales operations access to records owned by sales representatives;0
524;126;Add sales operations users to the default account teams for all sales representatives;0
525;127;Community experts are designated by an icon;1
526;127;Community experts can delete inappropriate community content;0
527;127;Community experts can be designated for Salesforce Ideas or Answers;1
528;127;Community experts can manage Salesforce Ideas categories;0
529;128;Page layouts;0
530;128;Profiles;1
531;128;Web tabs;0
532;128;Sharing rules;0
533;129;Currency field values will default to the personal currency of the record owner;0
534;129;Validation rules are not triggered when importing data using the import wizard;0
535;129;The import file should include a record owner for each record;1
536;129;Data should be de-duplicated in the import file prior to import;1
537;130;To comment on and vote for ideas posted by other community members;1
538;130;To provide access to articles that answer questions around an idea theme;0
539;130;To invite customers, partners, and employees to submit ideas around a theme;1
540;130;To post customer ideas by logging cases on the Ideas tab of the portal;0
541;131;"Verify the users have the ""Edit"" permission for accounts on their profiles";0
542;131;Verify the Industry field is set as required on all the account page layouts assigned to the users' profiles;1
543;131;"Verify the users have the ""Modify All Data"" permission for accounts on their profiles";0
544;131;"Verify the field-level security for the Industry field is not set to ""Read Only"" on the users' profiles";1
545;132;Label;0
546;132;Help text;1
547;132;Default text;1
548;132;Picklist values;1
549;132;Field type;0
550;133;Validation rules;0
551;133;Merge leads function;0
552;133;Data loader;0
553;133;Import wizard;1
554;134;Roll-up summary fields;0
555;134;Workflow field update;0
556;134;Cross-object formula field;1
557;134;Lookup field;0
558;135;Support settings;0
559;135;Auto-response rule;1
560;135;Email-to-case;0
561;135;Validation rule;0
562;136;Customizable recent tags;0
563;136;Printable list views;1
564;136;Related list hover links;1
565;136;Chatter Messenger for specific users;0
566;137;Auto-response rule;0
567;137;Escalation rule;0
568;137;Workflow rule;1
569;137;Assignment rule;0
570;138;Create two sales processes;0
571;138;Create two page layouts;1
572;138;Create two permission sets;0
573;138;Create two record types;1
574;139;Campaign influence;0
575;139;Campaign members;0
576;139;Campaign lists;0
577;139;Campaign hierarchy;1
578;140;Profiles;0
579;140;Roles and subordinates;1
580;140;Public groups;1
581;140;Queues;0
582;141;Custom lead fields can be mapped to custom object fields;0
583;141;Standard lead fields are automatically converted to account, contact, and opportunity fields;1
584;141;Roll-up summary fields can be mapped to custom contact fields;0
585;141;Custom lead fields can be mapped to account, contact, and opportunity fields;1
586;142;Campaign members;0
587;142;Campaign influence;0
588;142;Campaign hierarchy;1
589;142;Campaign lists;0
590;143;Each account must not have related contacts;0
591;143;Each contact must have a related account;0
592;143;Each account may or may not have related contacts;1
593;143;Each contact may or may not have a related account;0
594;144;When records are updated by a workflow rule;0
595;144;When records are edited by a user;1
596;144;When records are deleted by a user;0
597;144;When records are imported;1
598;144;When records are submitted using web-to-lead;1
599;145;Feature license assignment;0
600;145;Assigned apps;1
601;145;Record type assignment;1
602;145;Locale settings;0
603;145;Field-level security;1
604;146;User;1
605;146;Queue;1
606;146;Case team;0
607;146;Contact;0
608;147;The time-dependent action is put on hold;0
609;147;The time-dependent action will execute on July 23;0
610;147;The time-dependent action is automatically removed from the queue;1
611;147;The time-dependent action will execute on July 30;0
612;148;Add a filter;1
613;148;Add a gauge component;0
614;148;Summarize fields;1
615;148;Schedule a refresh time;0
616;148;Add a grouping;1
617;149;Add sales engineers to account teams;0
618;149;Add Chatter groups to opportunities;0
619;149;Enable Chatter Feed Tracking on opportunities;0
620;149;Add sales engineers to opportunity teams;1
621;150;Create a custom profile for users on the facilities team;1
622;150;Modify the standard profile currently shared by both teams;0
623;150;Configure field-level security on the new object for the facilities team;0
624;150;Assign the facilities team to a new role in the role hierarchy;0
625;151;"Grant the user ""Read"" profile permission for the campaign object";0
626;151;"Select the ""Manage Campaigns"" profile permission";0
627;151;Select the Marketing User checkbox in the user record;1
628;151;Add the New button to the page layout using the page layout editor;0
629;152;Define the refresh times for specific dashboard components;0
630;152;Send a refresh notification to users with access to the dashboard;1
631;152;Schedule the dashboard to refresh in different time zones;0
632;152;View and remove a scheduled dashboard refresh;1
633;153;Bookmarks;1
634;153;Feeds;1
635;153;Recommendations;1
636;153;Events;0
637;153;Notes;0
638;154;A product can have a different list price in different price books;1
639;154;Price books that contain assets cannot contain products;0
640;154;Products without a price are automatically added to the standard price book;0
641;154;The standard and list price for a product can be listed in multiple currencies;1
642;155;To share support requests and dashboards with high-profile accounts;0
643;155;To allow customers to log and check the status of cases online;1
644;155;To provide Web self-service by exposing Knowledge articles;1
645;155;To allow partners to access contact records for case collaboration;0
646;156;Create an email template for each language and an assignment rule to send the appropriate template;0
647;156;Create an email template for each language and an auto-response rule to send the appropriate template;1
648;156;Create a single email template and use the translation workbench to translate and send the appropriate template;0
649;156;Create an email template for each language and a workflow rule to send the appropriate template;0
650;157;Click Unlock on the user's record detail page;1
651;157;Send an email to the user containing the user's password;0
652;157;Click Reset Password on the user's record details page;1
653;157;Log in as the user and enter a new password;0
654;158;Case;1
655;158;Opportunity;1
656;158;Lead;0
657;158;Contact;1
658;158;Campaign;0
659;159;Import process aborts when it encounters the first invalid record;0
660;159;Import process ignores the data validation criteria;0
661;159;Import process fails only for the records with invalid data;1
662;159;Import process requires user authorization to import the invalid records;0
663;160;Add the new value to the appropriate sales process;1
664;160;Ensure the limit of 10 stage values was not exceeded;0
665;160;Add the new value to the appropriate record type;0
666;160;Ensure the new value was marked as active;0
667;161;Child field;0
668;161;Lookup field;1
669;161;Custom link;0
670;161;Related list;0
671;162;Console User;0
672;162;Service Cloud User;1
673;162;Opportunity User;0
674;162;Knowledge User;1
675;163;Workflow Rules;1
676;163;Field Tracking;0
677;163;Validation Rules;1
678;163;Assignment Rules;0
679;163;Custom Fields;1
680;164;The field is used in a report;0
681;164;The field is used in a page layout;0
682;164;The field is used in a workflow field update;1
683;164;The field is part of a field dependency;0
684;165;Change the opportunity owner to the public group;0
685;165;Add the public group to the opportunity team;0
686;165;Add the public group to an opportunity queue;0
687;165;Manually share the record with the public group;1
688;166;Read-only;1
689;166;Read/Write/Create/Delete;0
690;166;Read/Write/Create;0
691;166;Read/Write;1
692;167;Cases not assigned to a contact;0
693;167;Notes not assigned to a record;0
694;167;Emails not associated to a record;1
695;167;Contacts not assigned to an account;1
696;168;Read/Write;1
697;168;Read/Write/Transfer;0
698;168;Read/Write/Delete;0
699;168;Read Only;1
700;169;Record currency;0
701;169;Personal currency;0
702;169;Active currency;0
703;169;Corporate currency;1
704;170;Change the organization-wide default settings;0
705;170;Create a custom profile;1
706;170;Create a sharing rule;0
707;170;Modify a standard profile;0
708;171;To display Salesforce Solutions;0
709;171;To display for customer self-service;1
710;171;To resolve customer cases;1
711;171;To display Salesforce Answers;0
712;172;Chatter Files;1
713;172;Documents;0
714;172;Attachments;0
715;172;Libraries;1
716;173;Add the survey related list to the account page layout;1
717;173;Add the account related list to the survey page layout;0
718;173;Create a lookup relationship field on the account object;0
719;173;Create a lookup relationship field on the survey object;1
